%time(s),x1,x2,x3,x4,x5,u1,u2,y1,y2,y3,y4
2.1150291e+00,7.3854995e+00,1.9097229e+03,3.2539688e+03,4.6798801e+00,4.9368114e+00,1.2000000e+01,0.0000000e+00,7.6388916e+02,1.4624625e+02,4.2233076e+00,6.1380529e-01
2.1160290e+00,7.3844447e+00,1.9097474e+03,3.2558784e+03,4.6821060e+00,4.9414911e+00,1.2000000e+01,0.0000000e+00,7.6389899e+02,1.4631581e+02,4.2208920e+00,6.1380941e-01
2.1170290e+00,7.3833923e+00,1.9097719e+03,3.2577881e+03,4.6843319e+00,4.9461732e+00,1.2000000e+01,0.0000000e+00,7.6390875e+02,1.4638536e+02,4.2184777e+00,6.1381370e-01
2.1180289e+00,7.3823428e+00,1.9097963e+03,3.2596978e+03,4.6865578e+00,4.9508576e+00,1.2000000e+01,0.0000000e+00,7.6391852e+02,1.4645493e+02,4.2160659e+00,6.1381781e-01
2.1190288e+00,7.3812957e+00,1.9098206e+03,3.2616077e+03,4.6887836e+00,4.9555440e+00,1.2000000e+01,0.0000000e+00,7.6392822e+02,1.4652448e+02,4.2136555e+00,6.1382216e-01
2.1200287e+00,7.3802514e+00,1.9098447e+03,3.2635176e+03,4.6910095e+00,4.9602327e+00,1.2000000e+01,0.0000000e+00,7.6393793e+02,1.4659404e+02,4.2112479e+00,6.1382622e-01
2.1210287e+00,7.3792105e+00,1.9098689e+03,3.2654275e+03,4.6932354e+00,4.9649239e+00,1.2000000e+01,0.0000000e+00,7.6394757e+02,1.4666360e+02,4.2088423e+00,6.1383057e-01
2.1220286e+00,7.3781714e+00,1.9098929e+03,3.2673374e+03,4.6954613e+00,4.9696169e+00,1.2000000e+01,0.0000000e+00,7.6395721e+02,1.4673315e+02,4.2064390e+00,6.1383468e-01
2.1230285e+00,7.3771353e+00,1.9099170e+03,3.2692473e+03,4.6976871e+00,4.9743123e+00,1.2000000e+01,0.0000000e+00,7.6396680e+02,1.4680272e+02,4.2040372e+00,6.1383897e-01
2.1240284e+00,7.3761020e+00,1.9099409e+03,3.2711572e+03,4.6999130e+00,4.9790101e+00,1.2000000e+01,0.0000000e+00,7.6397638e+02,1.4687227e+02,4.2016377e+00,6.1384308e-01
2.1250284e+00,7.3750715e+00,1.9099648e+03,3.2730671e+03,4.7021389e+00,4.9837098e+00,1.2000000e+01,0.0000000e+00,7.6398596e+02,1.4694183e+02,4.1992407e+00,6.1384743e-01
2.1260283e+00,7.3740439e+00,1.9099886e+03,3.2749771e+03,4.7043648e+00,4.9884119e+00,1.2000000e+01,0.0000000e+00,7.6399548e+02,1.4701140e+02,4.1968455e+00,6.1385155e-01
2.1270282e+00,7.3730187e+00,1.9100125e+03,3.2768870e+03,4.7065907e+00,4.9931164e+00,1.2000000e+01,0.0000000e+00,7.6400500e+02,1.4708095e+02,4.1944528e+00,6.1385572e-01
2.1280282e+00,7.3719964e+00,1.9100361e+03,3.2787969e+03,4.7088165e+00,4.9978228e+00,1.2000000e+01,0.0000000e+00,7.6401447e+02,1.4715051e+02,4.1920609e+00,6.1385995e-01
2.1290281e+00,7.3709769e+00,1.9100598e+03,3.2807070e+03,4.7110424e+00,5.0025315e+00,1.2000000e+01,0.0000000e+00,7.6402393e+02,1.4722006e+02,4.1896725e+00,6.1386412e-01
2.1300280e+00,7.3699598e+00,1.9100834e+03,3.2826172e+03,4.7132683e+00,5.0072427e+00,1.2000000e+01,0.0000000e+00,7.6403339e+02,1.4728963e+02,4.1872859e+00,6.1386836e-01
2.1310279e+00,7.3689456e+00,1.9101069e+03,3.2845273e+03,4.7154942e+00,5.0119557e+00,1.2000000e+01,0.0000000e+00,7.6404279e+02,1.4735919e+02,4.1849008e+00,6.1387110e-01
2.1320279e+00,7.3679338e+00,1.9101304e+03,3.2864375e+03,4.7177200e+00,5.0166712e+00,1.2000000e+01,0.0000000e+00,7.6405219e+02,1.4742874e+02,4.1825185e+00,6.1387682e-01
2.1330278e+00,7.3669248e+00,1.9101538e+03,3.2883477e+03,4.7199459e+00,5.0213890e+00,1.2000000e+01,0.0000000e+00,7.6406152e+02,1.4749831e+02,4.1801376e+00,6.1387950e-01
2.1340277e+00,7.3659182e+00,1.9101771e+03,3.2902578e+03,4.7221718e+00,5.0261087e+00,1.2000000e+01,0.0000000e+00,7.6407086e+02,1.4756786e+02,4.1777592e+00,6.1388367e-01
2.1350276e+00,7.3649144e+00,1.9102004e+03,3.2921680e+03,4.7243977e+00,5.0308309e+00,1.2000000e+01,0.0000000e+00,7.6408020e+02,1.4763742e+02,4.1753831e+00,6.1388797e-01
2.1360276e+00,7.3639135e+00,1.9102236e+03,3.2940781e+03,4.7266235e+00,5.0355554e+00,1.2000000e+01,0.0000000e+00,7.6408948e+02,1.4770699e+02,4.1730089e+00,6.1389214e-01
2.1370275e+00,7.3629150e+00,1.9102468e+03,3.2959883e+03,4.7288494e+00,5.0402818e+00,1.2000000e+01,0.0000000e+00,7.6409875e+02,1.4777654e+02,4.1706362e+00,6.1389637e-01
2.1380274e+00,7.3619189e+00,1.9102699e+03,3.2978984e+03,4.7310753e+00,5.0450106e+00,1.2000000e+01,0.0000000e+00,7.6410797e+02,1.4784610e+02,4.1682663e+00,6.1390054e-01
2.1390274e+00,7.3609257e+00,1.9102930e+03,3.2998086e+03,4.7333012e+00,5.0497417e+00,1.2000000e+01,0.0000000e+00,7.6411719e+02,1.4791565e+02,4.1658983e+00,6.1390471e-01
2.1400273e+00,7.3599353e+00,1.9103159e+03,3.3017190e+03,4.7355270e+00,5.0544748e+00,1.2000000e+01,0.0000000e+00,7.6412640e+02,1.4798521e+02,4.1635318e+00,6.1390895e-01
2.1410272e+00,7.3589473e+00,1.9103389e+03,3.3036294e+03,4.7377529e+00,5.0592103e+00,1.2000000e+01,0.0000000e+00,7.6413556e+02,1.4805478e+02,4.1611681e+00,6.1391312e-01
2.1420271e+00,7.3579617e+00,1.9103617e+03,3.3055398e+03,4.7399788e+00,5.0639482e+00,1.2000000e+01,0.0000000e+00,7.6414471e+02,1.4812433e+02,4.1588063e+00,6.1391741e-01
2.1430271e+00,7.3569789e+00,1.9103845e+03,3.3074502e+03,4.7422047e+00,5.0686879e+00,1.2000000e+01,0.0000000e+00,7.6415381e+02,1.4819389e+02,4.1564460e+00,6.1392152e-01
2.1440270e+00,7.3559985e+00,1.9104072e+03,3.3093606e+03,4.7444305e+00,5.0734301e+00,1.2000000e+01,0.0000000e+00,7.6416290e+02,1.4826344e+02,4.1540885e+00,6.1392570e-01
2.1450269e+00,7.3550205e+00,1.9104299e+03,3.3112710e+03,4.7466564e+00,5.0781746e+00,1.2000000e+01,0.0000000e+00,7.6417200e+02,1.4833301e+02,4.1517324e+00,6.1392993e-01
2.1460268e+00,7.3540454e+00,1.9104525e+03,3.3131814e+03,4.7488823e+00,5.0829210e+00,1.2000000e+01,0.0000000e+00,7.6418103e+02,1.4840256e+02,4.1493788e+00,6.1393410e-01
2.1470268e+00,7.3530726e+00,1.9104751e+03,3.3150918e+03,4.7511086e+00,5.0876698e+00,1.2000000e+01,0.0000000e+00,7.6419006e+02,1.4847214e+02,4.1470265e+00,6.1393839e-01
2.1480267e+00,7.3521023e+00,1.9104976e+03,3.3170022e+03,4.7533350e+00,5.0924211e+00,1.2000000e+01,0.0000000e+00,7.6419904e+02,1.4854172e+02,4.1446762e+00,6.1394250e-01
2.1490266e+00,7.3511348e+00,1.9105200e+03,3.3189126e+03,4.7555614e+00,5.0971742e+00,1.2000000e+01,0.0000000e+00,7.6420801e+02,1.4861128e+02,4.1423278e+00,6.1394680e-01
2.1500266e+00,7.3501697e+00,1.9105425e+03,3.3208230e+03,4.7577877e+00,5.1019297e+00,1.2000000e+01,0.0000000e+00,7.6421698e+02,1.4868086e+02,4.1399822e+00,6.1395097e-01
2.1510265e+00,7.3492069e+00,1.9105648e+03,3.3227336e+03,4.7600141e+00,5.1066875e+00,1.2000000e+01,0.0000000e+00,7.6422595e+02,1.4875043e+02,4.1376386e+00,6.1395520e-01
2.1520264e+00,7.3482471e+00,1.9105872e+03,3.3246443e+03,4.7622404e+00,5.1114473e+00,1.2000000e+01,0.0000000e+00,7.6423486e+02,1.4882001e+02,4.1352963e+00,6.1395937e-01
2.1530263e+00,7.3472891e+00,1.9106094e+03,3.3265549e+03,4.7644668e+00,5.1162095e+00,1.2000000e+01,0.0000000e+00,7.6424377e+02,1.4888957e+02,4.1329565e+00,6.1396360e-01
2.1540263e+00,7.3463340e+00,1.9106316e+03,3.3284656e+03,4.7666931e+00,5.1209741e+00,1.2000000e+01,0.0000000e+00,7.6425262e+02,1.4895915e+02,4.1306186e+00,6.1396778e-01
2.1550262e+00,7.3453813e+00,1.9106537e+03,3.3303762e+03,4.7689195e+00,5.1257405e+00,1.2000000e+01,0.0000000e+00,7.6426147e+02,1.4902873e+02,4.1282830e+00,6.1397195e-01
2.1560261e+00,7.3444309e+00,1.9106758e+03,3.3322869e+03,4.7711458e+00,5.1305094e+00,1.2000000e+01,0.0000000e+00,7.6427032e+02,1.4909830e+02,4.1259489e+00,6.1397624e-01
2.1570261e+00,7.3434834e+00,1.9106978e+03,3.3341975e+03,4.7733722e+00,5.1352806e+00,1.2000000e+01,0.0000000e+00,7.6427911e+02,1.4916788e+02,4.1236172e+00,6.1398035e-01
2.1580260e+00,7.3425379e+00,1.9107197e+03,3.3361082e+03,4.7755985e+00,5.1400537e+00,1.2000000e+01,0.0000000e+00,7.6428790e+02,1.4923744e+02,4.1212878e+00,6.1398464e-01
2.1590259e+00,7.3415952e+00,1.9107416e+03,3.3380188e+03,4.7778249e+00,5.1448293e+00,1.2000000e+01,0.0000000e+00,7.6429663e+02,1.4930702e+02,4.1189599e+00,6.1398882e-01
2.1600258e+00,7.3406549e+00,1.9107634e+03,3.3399294e+03,4.7800512e+00,5.1496072e+00,1.2000000e+01,0.0000000e+00,7.6430536e+02,1.4937659e+02,4.1166344e+00,6.1399305e-01
2.1610258e+00,7.3397169e+00,1.9107852e+03,3.3418401e+03,4.7822776e+00,5.1543870e+00,1.2000000e+01,0.0000000e+00,7.6431409e+02,1.4944617e+02,4.1143103e+00,6.1399722e-01
2.1620257e+00,7.3387814e+00,1.9108069e+03,3.3437510e+03,4.7845039e+00,5.1591692e+00,1.2000000e+01,0.0000000e+00,7.6432275e+02,1.4951575e+02,4.1119885e+00,6.1400151e-01
2.1630256e+00,7.3378482e+00,1.9108285e+03,3.3456619e+03,4.7867303e+00,5.1639538e+00,1.2000000e+01,0.0000000e+00,7.6433142e+02,1.4958531e+02,4.1096687e+00,6.1400563e-01
2.1640255e+00,7.3369174e+00,1.9108501e+03,3.3475728e+03,4.7889566e+00,5.1687407e+00,1.2000000e+01,0.0000000e+00,7.6434003e+02,1.4965489e+02,4.1073508e+00,6.1400980e-01
2.1650255e+00,7.3359890e+00,1.9108716e+03,3.3494836e+03,4.7911830e+00,5.1735296e+00,1.2000000e+01,0.0000000e+00,7.6434863e+02,1.4972446e+02,4.1050353e+00,6.1401409e-01
2.1660254e+00,7.3350635e+00,1.9108931e+03,3.3513945e+03,4.7934093e+00,5.1783209e+00,1.2000000e+01,0.0000000e+00,7.6435724e+02,1.4979404e+02,4.1027212e+00,6.1401820e-01
2.1670253e+00,7.3341403e+00,1.9109146e+03,3.3533054e+03,4.7956357e+00,5.1831145e+00,1.2000000e+01,0.0000000e+00,7.6436584e+02,1.4986360e+02,4.1004100e+00,6.1402249e-01
2.1680253e+00,7.3332191e+00,1.9109359e+03,3.3552163e+03,4.7978621e+00,5.1879101e+00,1.2000000e+01,0.0000000e+00,7.6437439e+02,1.4993318e+02,4.0981007e+00,6.1402661e-01
2.1690252e+00,7.3323002e+00,1.9109573e+03,3.3571272e+03,4.8000884e+00,5.1927080e+00,1.2000000e+01,0.0000000e+00,7.6438293e+02,1.5000276e+02,4.0957923e+00,6.1403078e-01
2.1700251e+00,7.3313837e+00,1.9109785e+03,3.3590381e+03,4.8023148e+00,5.1975083e+00,1.2000000e+01,0.0000000e+00,7.6439142e+02,1.5007233e+02,4.0934868e+00,6.1403501e-01
2.1710250e+00,7.3304696e+00,1.9109998e+03,3.3609490e+03,4.8045411e+00,5.2023106e+00,1.2000000e+01,0.0000000e+00,7.6439990e+02,1.5014191e+02,4.0911832e+00,6.1403918e-01
2.1720250e+00,7.3295584e+00,1.9110209e+03,3.3628599e+03,4.8067675e+00,5.2071152e+00,1.2000000e+01,0.0000000e+00,7.6440839e+02,1.5021147e+02,4.0888810e+00,6.1404347e-01
2.1730249e+00,7.3286490e+00,1.9110420e+03,3.3647710e+03,4.8089938e+00,5.2119222e+00,1.2000000e+01,0.0000000e+00,7.6441681e+02,1.5028105e+02,4.0865817e+00,6.1404759e-01
2.1740248e+00,7.3277421e+00,1.9110630e+03,3.3666821e+03,4.8112202e+00,5.2167311e+00,1.2000000e+01,0.0000000e+00,7.6442523e+02,1.5035062e+02,4.0842838e+00,6.1405176e-01
2.1750247e+00,7.3268375e+00,1.9110840e+03,3.3685933e+03,4.8134465e+00,5.2215424e+00,1.2000000e+01,0.0000000e+00,7.6443359e+02,1.5042020e+02,4.0819879e+00,6.1405605e-01
2.1760247e+00,7.3259358e+00,1.9111049e+03,3.3705044e+03,4.8156729e+00,5.2263560e+00,1.2000000e+01,0.0000000e+00,7.6444196e+02,1.5048978e+02,4.0796933e+00,6.1406022e-01
2.1770246e+00,7.3250360e+00,1.9111257e+03,3.3724155e+03,4.8178992e+00,5.2311716e+00,1.2000000e+01,0.0000000e+00,7.6445032e+02,1.5055934e+02,4.0774021e+00,6.1406446e-01
2.1780245e+00,7.3241386e+00,1.9111466e+03,3.3743267e+03,4.8201261e+00,5.2359896e+00,1.2000000e+01,0.0000000e+00,7.6445868e+02,1.5062894e+02,4.0751119e+00,6.1406863e-01
2.1790245e+00,7.3232436e+00,1.9111674e+03,3.3762378e+03,4.8223529e+00,5.2408099e+00,1.2000000e+01,0.0000000e+00,7.6446698e+02,1.5069852e+02,4.0728230e+00,6.1407280e-01
2.1800244e+00,7.3223510e+00,1.9111881e+03,3.3781489e+03,4.8245797e+00,5.2456322e+00,1.2000000e+01,0.0000000e+00,7.6447528e+02,1.5076811e+02,4.0705371e+00,6.1407703e-01
2.1810243e+00,7.3214607e+00,1.9112087e+03,3.3800601e+03,4.8268065e+00,5.2504568e+00,1.2000000e+01,0.0000000e+00,7.6448352e+02,1.5083769e+02,4.0682526e+00,6.1408120e-01
2.1820242e+00,7.3205729e+00,1.9112294e+03,3.3819712e+03,4.8290334e+00,5.2552838e+00,1.2000000e+01,0.0000000e+00,7.6449176e+02,1.5090729e+02,4.0659699e+00,6.1408550e-01
2.1830242e+00,7.3196874e+00,1.9112499e+03,3.3838823e+03,4.8312602e+00,5.2601128e+00,1.2000000e+01,0.0000000e+00,7.6449994e+02,1.5097687e+02,4.0636888e+00,6.1408961e-01
2.1840241e+00,7.3188038e+00,1.9112704e+03,3.3857935e+03,4.8334870e+00,5.2649441e+00,1.2000000e+01,0.0000000e+00,7.6450818e+02,1.5104646e+02,4.0614104e+00,6.1409390e-01
2.1850240e+00,7.3179231e+00,1.9112908e+03,3.3877048e+03,4.8357139e+00,5.2697778e+00,1.2000000e+01,0.0000000e+00,7.6451630e+02,1.5111606e+02,4.0591335e+00,6.1409801e-01
2.1860240e+00,7.3170443e+00,1.9113112e+03,3.3896162e+03,4.8379407e+00,5.2746134e+00,1.2000000e+01,0.0000000e+00,7.6452448e+02,1.5118564e+02,4.0568590e+00,6.1410230e-01
2.1870239e+00,7.3161678e+00,1.9113315e+03,3.3915276e+03,4.8401675e+00,5.2794514e+00,1.2000000e+01,0.0000000e+00,7.6453265e+02,1.5125523e+02,4.0545864e+00,6.1410648e-01
2.1880238e+00,7.3152938e+00,1.9113518e+03,3.3934390e+03,4.8423944e+00,5.2842917e+00,1.2000000e+01,0.0000000e+00,7.6454071e+02,1.5132481e+02,4.0523152e+00,6.1411071e-01
2.1890237e+00,7.3144221e+00,1.9113721e+03,3.3953503e+03,4.8446212e+00,5.2891340e+00,1.2000000e+01,0.0000000e+00,7.6454883e+02,1.5139441e+02,4.0500464e+00,6.1411488e-01
2.1900237e+00,7.3135524e+00,1.9113922e+03,3.3972617e+03,4.8468480e+00,5.2939787e+00,1.2000000e+01,0.0000000e+00,7.6455688e+02,1.5146399e+02,4.0477800e+00,6.1411917e-01
2.1910236e+00,7.3126850e+00,1.9114124e+03,3.3991731e+03,4.8490748e+00,5.2988257e+00,1.2000000e+01,0.0000000e+00,7.6456494e+02,1.5153358e+02,4.0455151e+00,6.1412328e-01
2.1920235e+00,7.3118196e+00,1.9114324e+03,3.4010845e+03,4.8513017e+00,5.3036747e+00,1.2000000e+01,0.0000000e+00,7.6457294e+02,1.5160316e+02,4.0432520e+00,6.1412758e-01
2.1930234e+00,7.3109570e+00,1.9114524e+03,3.4029958e+03,4.8535285e+00,5.3085260e+00,1.2000000e+01,0.0000000e+00,7.6458099e+02,1.5167276e+02,4.0409908e+00,6.1413169e-01
2.1940234e+00,7.3100963e+00,1.9114724e+03,3.4049072e+03,4.8557553e+00,5.3133798e+00,1.2000000e+01,0.0000000e+00,7.6458899e+02,1.5174234e+02,4.0387316e+00,6.1413586e-01
2.1950233e+00,7.3092380e+00,1.9114923e+03,3.4068186e+03,4.8579822e+00,5.3182354e+00,1.2000000e+01,0.0000000e+00,7.6459692e+02,1.5181194e+02,4.0364742e+00,6.1414009e-01
2.1960232e+00,7.3083820e+00,1.9115122e+03,3.4087300e+03,4.8602090e+00,5.3230934e+00,1.2000000e+01,0.0000000e+00,7.6460492e+02,1.5188153e+02,4.0342193e+00,6.1414427e-01
2.1970232e+00,7.3075280e+00,1.9115320e+03,3.4106416e+03,4.8624358e+00,5.3279538e+00,1.2000000e+01,0.0000000e+00,7.6461279e+02,1.5195111e+02,4.0319657e+00,6.1414856e-01
2.1980231e+00,7.3066764e+00,1.9115518e+03,3.4125532e+03,4.8646626e+00,5.3328161e+00,1.2000000e+01,0.0000000e+00,7.6462073e+02,1.5202071e+02,4.0297146e+00,6.1415267e-01
2.1990230e+00,7.3058271e+00,1.9115714e+03,3.4144648e+03,4.8668895e+00,5.3376808e+00,1.2000000e+01,0.0000000e+00,7.6462860e+02,1.5209029e+02,4.0274649e+00,6.1415696e-01
2.2000229e+00,7.3049798e+00,1.9115911e+03,3.4163765e+03,4.8691163e+00,5.3425479e+00,1.2000000e+01,0.0000000e+00,7.6463641e+02,1.5215988e+02,4.0252171e+00,6.1416256e-01
2.2010229e+00,7.3041348e+00,1.9116107e+03,3.4182881e+03,4.8713431e+00,5.3474169e+00,1.2000000e+01,0.0000000e+00,7.6464429e+02,1.5222946e+02,4.0229716e+00,6.1416668e-01
2.2020228e+00,7.3032918e+00,1.9116302e+03,3.4201997e+03,4.8735700e+00,5.3522882e+00,1.2000000e+01,0.0000000e+00,7.6465210e+02,1.5229906e+02,4.0207281e+00,6.1417097e-01
2.2030227e+00,7.3024511e+00,1.9116498e+03,3.4221113e+03,4.8757968e+00,5.3571620e+00,1.2000000e+01,0.0000000e+00,7.6465991e+02,1.5236864e+02,4.0184860e+00,6.1417514e-01
2.2040226e+00,7.3016124e+00,1.9116692e+03,3.4240229e+03,4.8780236e+00,5.3620377e+00,1.2000000e+01,0.0000000e+00,7.6466766e+02,1.5243823e+02,4.0162458e+00,6.1417937e-01
2.2050226e+00,7.3007760e+00,1.9116886e+03,3.4259346e+03,4.8802505e+00,5.3669157e+00,1.2000000e+01,0.0000000e+00,7.6467548e+02,1.5250781e+02,4.0140080e+00,6.1418355e-01
2.2060225e+00,7.2999420e+00,1.9117079e+03,3.4278462e+03,4.8824773e+00,5.3717961e+00,1.2000000e+01,0.0000000e+00,7.6468317e+02,1.5257741e+02,4.0117717e+00,6.1418778e-01
2.2070224e+00,7.2991104e+00,1.9117272e+03,3.4297578e+03,4.8847041e+00,5.3766785e+00,1.2000000e+01,0.0000000e+00,7.6469086e+02,1.5264700e+02,4.0095372e+00,6.1419195e-01
2.2080224e+00,7.2982807e+00,1.9117465e+03,3.4316694e+03,4.8869309e+00,5.3815632e+00,1.2000000e+01,0.0000000e+00,7.6469861e+02,1.5271658e+02,4.0073056e+00,6.1419606e-01
2.2090223e+00,7.2974534e+00,1.9117656e+03,3.4335813e+03,4.8891582e+00,5.3864503e+00,1.2000000e+01,0.0000000e+00,7.6470624e+02,1.5278619e+02,4.0050745e+00,6.1420035e-01
2.2100222e+00,7.2966280e+00,1.9117848e+03,3.4354932e+03,4.8913856e+00,5.3913393e+00,1.2000000e+01,0.0000000e+00,7.6471393e+02,1.5285579e+02,4.0028453e+00,6.1420447e-01
2.2110221e+00,7.2958050e+00,1.9118038e+03,3.4374050e+03,4.8936129e+00,5.3962307e+00,1.2000000e+01,0.0000000e+00,7.6472156e+02,1.5292540e+02,4.0006180e+00,6.1420882e-01
2.2120221e+00,7.2949843e+00,1.9118229e+03,3.4393169e+03,4.8958402e+00,5.4011245e+00,1.2000000e+01,0.0000000e+00,7.6472919e+02,1.5299500e+02,3.9983933e+00,6.1421293e-01
2.2130220e+00,7.2941656e+00,1.9118419e+03,3.4412288e+03,4.8980675e+00,5.4060202e+00,1.2000000e+01,0.0000000e+00,7.6473676e+02,1.5306461e+02,3.9961698e+00,6.1421722e-01
2.2140219e+00,7.2933488e+00,1.9118608e+03,3.4431406e+03,4.9002948e+00,5.4109182e+00,1.2000000e+01,0.0000000e+00,7.6474432e+02,1.5313420e+02,3.9939482e+00,6.1422133e-01
2.2150218e+00,7.2925344e+00,1.9118798e+03,3.4450525e+03,4.9025221e+00,5.4158187e+00,1.2000000e+01,0.0000000e+00,7.6475189e+02,1.5320381e+02,3.9917288e+00,6.1422551e-01
2.2160218e+00,7.2917218e+00,1.9118986e+03,3.4469644e+03,4.9047494e+00,5.4207211e+00,1.2000000e+01,0.0000000e+00,7.6475946e+02,1.5327341e+02,3.9895115e+00,6.1422974e-01
2.2170217e+00,7.2909117e+00,1.9119174e+03,3.4488762e+03,4.9069767e+00,5.4256258e+00,1.2000000e+01,0.0000000e+00,7.6476697e+02,1.5334302e+02,3.9872956e+00,6.1423391e-01
2.2180216e+00,7.2901034e+00,1.9119362e+03,3.4507881e+03,4.9092040e+00,5.4305329e+00,1.2000000e+01,0.0000000e+00,7.6477448e+02,1.5341261e+02,3.9850819e+00,6.1423814e-01
2.2190216e+00,7.2892976e+00,1.9119548e+03,3.4527000e+03,4.9114313e+00,5.4354420e+00,1.2000000e+01,0.0000000e+00,7.6478192e+02,1.5348222e+02,3.9828699e+00,6.1424232e-01
2.2200215e+00,7.2884936e+00,1.9119735e+03,3.4546118e+03,4.9136586e+00,5.4403534e+00,1.2000000e+01,0.0000000e+00,7.6478943e+02,1.5355182e+02,3.9806600e+00,6.1424661e-01
2.2210214e+00,7.2876921e+00,1.9119921e+03,3.4565237e+03,4.9158859e+00,5.4452672e+00,1.2000000e+01,0.0000000e+00,7.6479681e+02,1.5362143e+02,3.9784515e+00,6.1425072e-01
2.2220213e+00,7.2868924e+00,1.9120106e+03,3.4584358e+03,4.9181132e+00,5.4501829e+00,1.2000000e+01,0.0000000e+00,7.6480426e+02,1.5369102e+02,3.9762452e+00,6.1425489e-01
2.2230213e+00,7.2860947e+00,1.9120292e+03,3.4603479e+03,4.9203405e+00,5.4551010e+00,1.2000000e+01,0.0000000e+00,7.6481171e+02,1.5376064e+02,3.9740410e+00,6.1425918e-01
2.2240212e+00,7.2852993e+00,1.9120476e+03,3.4622600e+03,4.9225678e+00,5.4600215e+00,1.2000000e+01,0.0000000e+00,7.6481903e+02,1.5383023e+02,3.9718382e+00,6.1426330e-01
2.2250211e+00,7.2845058e+00,1.9120660e+03,3.4641721e+03,4.9247952e+00,5.4649439e+00,1.2000000e+01,0.0000000e+00,7.6482642e+02,1.5389984e+02,3.9696376e+00,6.1426759e-01
2.2260211e+00,7.2837143e+00,1.9120844e+03,3.4660842e+03,4.9270225e+00,5.4698687e+00,1.2000000e+01,0.0000000e+00,7.6483374e+02,1.5396945e+02,3.9674382e+00,6.1427176e-01
2.2270210e+00,7.2829251e+00,1.9121027e+03,3.4679963e+03,4.9292498e+00,5.4747958e+00,1.2000000e+01,0.0000000e+00,7.6484106e+02,1.5403905e+02,3.9652414e+00,6.1427730e-01
2.2280209e+00,7.2821379e+00,1.9121210e+03,3.4699084e+03,4.9314771e+00,5.4797249e+00,1.2000000e+01,0.0000000e+00,7.6484839e+02,1.5410866e+02,3.9630463e+00,6.1428159e-01
2.2290208e+00,7.2813525e+00,1.9121392e+03,3.4718206e+03,4.9337044e+00,5.4846563e+00,1.2000000e+01,0.0000000e+00,7.6485565e+02,1.5417825e+02,3.9608529e+00,6.1428571e-01
2.2300208e+00,7.2805696e+00,1.9121573e+03,3.4737327e+03,4.9359317e+00,5.4895902e+00,1.2000000e+01,0.0000000e+00,7.6486298e+02,1.5424786e+02,3.9586618e+00,6.1429000e-01
2.2310207e+00,7.2797880e+00,1.9121754e+03,3.4756448e+03,4.9381590e+00,5.4945259e+00,1.2000000e+01,0.0000000e+00,7.6487018e+02,1.5431746e+02,3.9564724e+00,6.1429411e-01
2.2320206e+00,7.2790093e+00,1.9121935e+03,3.4775569e+03,4.9403863e+00,5.4994640e+00,1.2000000e+01,0.0000000e+00,7.6487738e+02,1.5438707e+02,3.9542844e+00,6.1429840e-01
2.2330205e+00,7.2782326e+00,1.9122115e+03,3.4794690e+03,4.9426136e+00,5.5044045e+00,1.2000000e+01,0.0000000e+00,7.6488464e+02,1.5445667e+02,3.9520984e+00,6.1430252e-01
2.2340205e+00,7.2774577e+00,1.9122295e+03,3.4813811e+03,4.9448409e+00,5.5093470e+00,1.2000000e+01,0.0000000e+00,7.6489178e+02,1.5452628e+02,3.9499140e+00,6.1430687e-01
2.2350204e+00,7.2766848e+00,1.9122474e+03,3.4832932e+03,4.9470682e+00,5.5142918e+00,1.2000000e+01,0.0000000e+00,7.6489899e+02,1.5459587e+02,3.9477324e+00,6.1431092e-01
2.2360203e+00,7.2759137e+00,1.9122653e+03,3.4852056e+03,4.9492955e+00,5.5192389e+00,1.2000000e+01,0.0000000e+00,7.6490613e+02,1.5466548e+02,3.9455519e+00,6.1431527e-01
2.2370203e+00,7.2751451e+00,1.9122831e+03,3.4871179e+03,4.9515228e+00,5.5241880e+00,1.2000000e+01,0.0000000e+00,7.6491327e+02,1.5473508e+02,3.9433734e+00,6.1431938e-01
2.2380202e+00,7.2743783e+00,1.9123009e+03,3.4890303e+03,4.9537501e+00,5.5291395e+00,1.2000000e+01,0.0000000e+00,7.6492035e+02,1.5480469e+02,3.9411964e+00,6.1432350e-01
2.2390201e+00,7.2736135e+00,1.9123186e+03,3.4909426e+03,4.9559774e+00,5.5340934e+00,1.2000000e+01,0.0000000e+00,7.6492743e+02,1.5487428e+02,3.9390216e+00,6.1432779e-01
2.2400200e+00,7.2728510e+00,1.9123363e+03,3.4928550e+03,4.9582052e+00,5.5390491e+00,1.2000000e+01,0.0000000e+00,7.6493451e+02,1.5494391e+02,3.9368477e+00,6.1433196e-01
2.2410200e+00,7.2720904e+00,1.9123539e+03,3.4947673e+03,4.9604330e+00,5.5440073e+00,1.2000000e+01,0.0000000e+00,7.6494159e+02,1.5501352e+02,3.9346766e+00,6.1433619e-01
2.2420199e+00,7.2713318e+00,1.9123715e+03,3.4966797e+03,4.9626608e+00,5.5489678e+00,1.2000000e+01,0.0000000e+00,7.6494861e+02,1.5508315e+02,3.9325068e+00,6.1434036e-01
2.2430198e+00,7.2705750e+00,1.9123890e+03,3.4985920e+03,4.9648886e+00,5.5539303e+00,1.2000000e+01,0.0000000e+00,7.6495563e+02,1.5515276e+02,3.9303381e+00,6.1434460e-01
